speaker_id,first_name,last_name,years_experience,company_type,company,job_title,expertise_primary,expertise_secondary,programming_languages,cloud_services,mvp_status,region,country,twitter_followers,linkedin_connections,github_repositories,speaking_experience_years,previous_conferences,session_title,session_track,session_type,session_level,session_duration_minutes,expected_audience_size,session_rating_prediction,community_contributions,open_source_projects,certifications_count,speaker_fee_tier
SPKR-0834,Amara,Patel,5,Microsoft Partner,Infosys,Lead Developer,Edge Computing,DevOps & Automation,"C++, Python","Azure Data, Azure Networking, Microsoft 365, Dynamics 365",False,Asia Pacific,Singapore,378,635,4,1,1,Edge Security and Management: Advanced Techniques,Data & AI,Lightning Talk,Beginner,20,75,3.9,3,4,15,None
SPKR-0835,Kofi,Williams,8,Microsoft,Microsoft Corporation,Principal Engineer,Azure Cloud,Modern Apps,"C#, ARM Templates, PowerShell","Azure Compute, Azure Storage, Azure Security, Azure Data",False,Europe,United Kingdom,669,588,19,4,12,Modernizing Legacy Systems with Azure,Microsoft Cloud,Theater Session,Intermediate,45,102,4.5,3,5,4,None
SPKR-0836,Lars,Fischer,15,Startup,TechStart Inc,Principal Architect,IoT Solutions,Azure Cloud,"C++, JavaScript, C#","Azure Data, Azure Mixed Reality, Microsoft 365",False,Europe,Germany,1714,2542,20,10,11,Industrial IoT at Scale,Data & AI,Workshop,Intermediate,120,76,4.7,5,5,3,Medium
SPKR-0837,Jessica,Park,13,Microsoft,Microsoft Consulting,Director of Engineering,Modern Apps,IoT Solutions,"C#, TypeScript, JavaScript","Azure Networking, Azure IoT, Azure Storage, Azure Security, Azure Mixed Reality",False,Asia Pacific,New Zealand,1035,1058,27,7,33,Building Progressive Web Apps,Digital & App Innovation,Workshop,Advanced,90,74,4.8,2,4,7,None
SPKR-0838,Priya,Kim,10,Microsoft,Microsoft Corporation,Principal Engineer,Data & Analytics,Mixed Reality,"C#, KQL, Python, SQL","Azure Mixed Reality, Power Platform",False,North America,United States,1070,481,9,5,10,Power BI for Enterprise Data Visualization,Microsoft Cloud,Theater Session,Intermediate,45,60,3.8,5,2,4,None
SPKR-0839,Yuki,Silva,6,Startup,NextGen Software,Senior Data Scientist,DevOps & Automation,Blockchain,"Python, YAML","Azure Compute, Power Platform, Microsoft 365, Azure Mixed Reality, Azure Storage, Dynamics 365",False,Asia Pacific,Australia,2353,454,13,0,0,CI/CD with Azure DevOps,App Innovation,Theater Session,Beginner,45,130,4.6,6,6,4,None
SPKR-0840,Jessica,Costa,12,Microsoft Partner,Accenture,Chief Architect,Security & Compliance,IoT Solutions,"C#, PowerShell, Python","Azure Compute, Microsoft 365",False,North America,Mexico,57,4874,6,8,9,Identity and Access Management with Azure AD,Security,Breakout Session,Intermediate,45,242,4.2,16,1,2,Medium
SPKR-0841,Lars,Martin,9,Microsoft Partner,TCS,Development Manager,Mixed Reality,AI/Machine Learning,"C#, C++","Azure Security, Microsoft 365, Azure DevOps",False,Asia Pacific,India,1613,1362,9,5,3,AR/VR Development with Unity,App Innovation,Breakout Session,Beginner,60,267,4.5,7,1,1,Medium
SPKR-0842,Hiroshi,Santos,7,Enterprise Customer,Pfizer,Senior Data Scientist,Blockchain,Power Platform,"C#, Solidity, Go","Azure Data, Azure Mixed Reality, Azure Storage",False,Asia Pacific,Singapore,100,106,10,2,8,Decentralized Identity: A Case Study,App Innovation,Theater Session,Intermediate,30,147,4.2,1,1,4,None
SPKR-0843,Nicole,Meyer,12,Education,University of Washington,Director of Engineering,Azure Cloud,Sustainability Tech,"C#, Python, PowerShell, ARM Templates, JavaScript","Microsoft 365, Power Platform",False,North America,Mexico,261,6928,14,9,32,Azure Architecture Best Practices,Microsoft Cloud,Breakout Session,Advanced,75,242,5.0,8,2,12,Low
SPKR-0844,Brian,Martin,10,Education,University of Washington,Senior Software Engineer,Blockchain,IoT Solutions,"JavaScript, Solidity, Go, C#","Azure Data, Azure Storage",False,Asia Pacific,Singapore,725,1678,9,5,4,Blockchain Solutions on Azure,Infrastructure,Breakout Session,Advanced,75,112,4.5,1,3,2,Medium
SPKR-0845,Jessica,Meyer,8,Microsoft Partner,Wipro,Product Manager,Security & Compliance,Blockchain,"PowerShell, C#, JavaScript, Python","Azure Storage, Azure AI, Dynamics 365, Azure DevOps, Azure Data",False,North America,United States,971,1861,3,0,0,Compliance Automation in the Cloud: Lessons Learned,Microsoft Cloud,Breakout Session,Advanced,75,256,4.3,2,2,4,None
SPKR-0846,Jessica,Hernandez,9,Microsoft Partner,Wipro,Lead Developer,Sustainability Tech,AI/Machine Learning,"C#, JavaScript, R","Azure Networking, Azure Compute, Dynamics 365, Azure Storage, Azure IoT",True,Europe,France,3122,2839,6,0,0,Sustainable Software Development,Infrastructure,Breakout Session,Beginner,45,264,5.0,17,4,6,None
SPKR-0847,Emily,Mueller,3,Microsoft Partner,Wipro,Developer,AI/Machine Learning,Security & Compliance,"Scala, Python, C#","Azure DevOps, Azure Mixed Reality, Azure Security, Azure AI",False,Asia Pacific,Japan,78,1726,1,0,0,Machine Learning at Scale with Azure ML,Data & AI,Panel Discussion,Intermediate,45,190,5.0,4,4,3,None
SPKR-0848,Ana,Brown,7,Microsoft Partner,TCS,Solutions Architect,AI/Machine Learning,Modern Apps,"Scala, Python, C#, JavaScript","Azure IoT, Power Platform, Azure DevOps, Azure Networking",False,Asia Pacific,India,5592,264,32,1,4,AI-Powered Applications with Azure Cognitive Services: Lessons Learned,Data & AI,Breakout Session,Beginner,60,294,4.0,2,7,2,None
SPKR-0849,Daniel,Smith,8,Enterprise Customer,Goldman Sachs,Product Manager,IoT Solutions,Microsoft 365,"JavaScript, C#","Azure Storage, Azure IoT, Azure Security, Azure Mixed Reality",False,Middle East & Africa,UAE,280,239,0,2,1,IoT Data Processing and Analytics,Data & AI,Breakout Session,Beginner,45,286,4.0,7,4,1,None
SPKR-0850,Ana,Li,6,Startup,InnovateCorp,Senior Software Engineer,IoT Solutions,AI/Machine Learning,"JavaScript, C#","Azure Compute, Azure Security, Power Platform",False,North America,Mexico,150,12977,19,2,5,IoT Data Processing and Analytics: Advanced Techniques,Infrastructure,Theater Session,Beginner,30,97,4.2,4,3,4,None
SPKR-0851,Ahmed,Kumar,4,Enterprise Customer,Ford Motor,Solutions Architect,AI/Machine Learning,Modern Apps,"R, C#, Scala, JavaScript","Azure Networking, Azure Compute, Azure Data",False,Europe,Spain,53,259,14,0,0,Responsible AI Development,Data & AI,Theater Session,Beginner,45,107,4.2,6,1,0,None
SPKR-0852,Stephanie,Nakamura,7,Microsoft Partner,Infosys,Solutions Architect,Microsoft 365,Mixed Reality,"JavaScript, PowerShell, C#, TypeScript","Microsoft 365, Azure IoT",False,Asia Pacific,New Zealand,61,1257,11,1,10,SharePoint Framework Solutions,Digital & App Innovation,Lightning Talk,Beginner,20,71,3.6,8,1,4,None
SPKR-0853,Chris,Gonzalez,3,Microsoft,Microsoft Research,Developer,Edge Computing,Modern Apps,"C++, JavaScript","Azure AI, Azure Security, Dynamics 365, Azure Mixed Reality",False,Europe,Italy,39,3769,11,0,0,Edge Computing with Azure IoT Edge: Lessons Learned,Infrastructure,Theater Session,Beginner,45,59,4.7,20,1,17,None
SPKR-0854,Michael,Oliveira,2,Enterprise Customer,Home Depot,DevOps Engineer,Data & Analytics,Mixed Reality,"SQL, Python, R, C#","Azure Storage, Azure IoT, Azure Data",False,Asia Pacific,South Korea,452,273,6,0,0,Building Data Pipelines with Azure Data Factory,Data & AI,Breakout Session,Beginner,45,243,3.9,1,6,0,None
SPKR-0855,Ahmed,Park,3,Microsoft Partner,Infosys,Software Engineer,Modern Apps,Data & Analytics,"C#, JavaScript","Azure Security, Dynamics 365",False,Europe,France,166118,22907,2,0,0,Serverless Computing with Azure Functions,Digital & App Innovation,Breakout Session,Beginner,45,276,4.9,11,2,5,None
SPKR-0856,Lucia,Hernandez,5,Enterprise Customer,Oracle,Product Manager,Security & Compliance,Azure Cloud,"PowerShell, Python, C#, JavaScript","Azure IoT, Azure Mixed Reality, Power Platform",False,Asia Pacific,Japan,110,2021,11,0,0,Compliance Automation in the Cloud,Security,Workshop,Intermediate,180,59,4.6,9,0,1,None
SPKR-0857,Lars,Tanaka,4,Startup,AgileWorks,Solutions Architect,Sustainability Tech,IoT Solutions,"R, JavaScript","Azure Storage, Azure Mixed Reality",False,Asia Pacific,China,65,772,13,0,0,Green Computing with Azure,Microsoft Cloud,Breakout Session,Beginner,60,192,3.7,11,4,5,None
SPKR-0858,Dmitri,Thomas,9,Startup,TechStart Inc,Senior Software Engineer,Modern Apps,Mixed Reality,"C#, Java, TypeScript, Swift","Azure Networking, Azure Mixed Reality, Azure Storage",False,Asia Pacific,Singapore,411,1686,10,7,16,Building Progressive Web Apps,Digital & App Innovation,Theater Session,Intermediate,30,131,4.3,4,3,9,High
SPKR-0859,Stephanie,Nakamura,5,Enterprise Customer,General Electric,Lead Developer,Modern Apps,Security & Compliance,"TypeScript, C#, Swift","Azure DevOps, Azure Compute, Microsoft 365",False,Asia Pacific,China,466,603,11,2,3,Microservices Architecture Patterns,Digital & App Innovation,Theater Session,Beginner,30,149,3.5,1,0,1,Low
SPKR-0860,Ahmed,Jackson,6,Enterprise Customer,Wells Fargo,Solutions Architect,Security & Compliance,AI/Machine Learning,"PowerShell, JavaScript","Azure Security, Azure AI, Azure IoT",False,North America,Canada,658,389,5,4,5,Zero Trust Security Architecture,Security,Workshop,Beginner,120,73,4.5,15,3,0,None
SPKR-0861,Jessica,Schmidt,13,Microsoft Partner,TCS,CTO,Edge Computing,Mixed Reality,"C++, Python, C#","Dynamics 365, Azure Security, Azure Storage, Azure Networking, Azure DevOps, Azure Mixed Reality",False,Europe,United Kingdom,170,802,0,9,5,Edge Security and Management,Infrastructure,Panel Discussion,Advanced,60,178,4.0,6,0,3,Low
SPKR-0862,Sarah,Thompson,22,Microsoft,Microsoft Consulting,Chief Data Officer,Microsoft 365,IoT Solutions,"TypeScript, JavaScript, PowerShell","Azure Data, Azure Compute",False,North America,Canada,847,7525,6,17,16,SharePoint Framework Solutions,Modern Work,Theater Session,Intermediate,45,165,4.7,26,4,5,Medium
SPKR-0863,Lauren,Kumar,17,Startup,AgileWorks,VP Engineering,Quantum Computing,Sustainability Tech,"C#, Q#","Azure DevOps, Azure Data, Azure Networking, Azure IoT, Azure Security",False,North America,United States,9313,1026,29,16,8,Quantum Algorithms with Q#,App Innovation,Workshop,Advanced,180,85,4.4,2,4,1,Medium
SPKR-0864,Mei,White,2,Microsoft Partner,Wipro,Developer,Microsoft 365,Blockchain,"PowerShell, TypeScript, C#","Power Platform, Azure IoT, Azure Data",False,Europe,Sweden,47,778,24,0,0,SharePoint Framework Solutions: Best Practices,Digital & App Innovation,Lightning Talk,Beginner,15,72,4.9,8,0,0,None
SPKR-0865,Daniel,Sato,17,Startup,TechStart Inc,VP Engineering,Sustainability Tech,Blockchain,"Python, R","Azure Networking, Azure Storage, Azure AI, Azure IoT, Azure Data, Azure Security",False,Middle East & Africa,Israel,849,457,9,16,9,Green Computing with Azure,Microsoft Cloud,Breakout Session,Intermediate,75,244,4.6,4,0,8,None
SPKR-0866,Emily,Mueller,8,Consulting Firm,NTT Data,Principal Engineer,Sustainability Tech,Security & Compliance,"JavaScript, C#, R","Azure Storage, Azure Security",False,Europe,Italy,1110,10003,23,4,7,Sustainable Software Development,Infrastructure,Theater Session,Beginner,45,135,5.0,13,0,1,Medium
SPKR-0867,James,Martin,6,Government,US Federal Government,Development Manager,DevOps & Automation,Mixed Reality,"Python, PowerShell, Bash, YAML","Azure AI, Dynamics 365",False,Asia Pacific,Australia,103,1072,10,4,2,Infrastructure as Code with ARM Templates: A Case Study,App Innovation,Lightning Talk,Intermediate,20,55,3.2,3,2,10,None
SPKR-0868,Jessica,Davis,16,Education,Carnegie Mellon,Distinguished Engineer,IoT Solutions,DevOps & Automation,"JavaScript, C++, C#, Python","Azure Mixed Reality, Azure Storage, Azure Security",False,Latin America,Brazil,2119,2099,13,12,50,Secure IoT Implementation,Data & AI,Workshop,Intermediate,120,80,4.2,4,1,10,Medium
SPKR-0869,Ana,Li,9,Microsoft,Microsoft Consulting,Senior Software Engineer,Quantum Computing,Microsoft 365,"C#, Python, Q#","Dynamics 365, Azure AI, Power Platform, Azure Storage, Azure Security, Azure DevOps",True,North America,Canada,189,2829,2,0,0,Quantum Computing Applications: Lessons Learned,Data & AI,Workshop,Beginner,120,48,5.0,50,1,4,Low
SPKR-0870,Ingrid,Jones,7,Non-Profit,Red Cross,Development Manager,Sustainability Tech,Quantum Computing,"JavaScript, R","Azure DevOps, Azure Compute",False,North America,United States,1254,448,12,3,13,Sustainability Metrics and Reporting,Microsoft Cloud,Workshop,Intermediate,90,26,4.1,20,1,1,Low
SPKR-0871,Sarah,Thomas,7,Startup,CloudFirst Ltd,Senior Software Engineer,Data & Analytics,AI/Machine Learning,"R, Python, C#, KQL","Azure IoT, Azure AI, Azure Mixed Reality, Azure Security",False,North America,Canada,516,3343,11,4,23,Power BI for Enterprise Data Visualization,Microsoft Cloud,Breakout Session,Advanced,75,181,4.7,1,3,1,Medium
SPKR-0872,James,Sato,5,Startup,TechStart Inc,Senior Data Scientist,DevOps & Automation,Blockchain,"Python, YAML, PowerShell, Go","Azure DevOps, Azure Networking, Azure AI, Azure Security",False,Europe,Italy,47,107,2,3,7,Monitoring and Observability,Infrastructure,Lightning Talk,Beginner,20,37,3.8,0,9,2,Medium
SPKR-0873,Daniel,Tanaka,4,Microsoft,Microsoft Corporation,Solutions Architect,Edge Computing,DevOps & Automation,"JavaScript, C++, Python","Azure Storage, Azure IoT, Azure DevOps, Azure Mixed Reality, Azure Security",False,North America,Mexico,1018,286,14,0,0,Industrial IoT Solutions,Infrastructure,Lightning Talk,Intermediate,15,81,5.0,0,1,4,None
SPKR-0874,Amanda,White,7,ISV,Zoom,Senior Software Engineer,Modern Apps,Edge Computing,"JavaScript, TypeScript","Azure Data, Azure Networking, Microsoft 365",False,Asia Pacific,South Korea,126,305,10,2,8,Container Orchestration with Azure Kubernetes Service: A Case Study,Digital & App Innovation,Theater Session,Intermediate,30,110,4.1,1,21,1,Low
SPKR-0875,Priya,Wang,10,Microsoft,Microsoft Corporation,Senior Data Scientist,Data & Analytics,Blockchain,"Python, SQL","Azure IoT, Azure Networking, Dynamics 365",False,North America,Mexico,480,104,2,0,0,Azure Synapse Analytics Deep Dive: Best Practices,Microsoft Cloud,Breakout Session,Intermediate,60,202,3.6,0,8,7,None
SPKR-0876,David,Park,6,ISV,Autodesk,Solutions Architect,DevOps & Automation,Modern Apps,"YAML, PowerShell, Python, Go, Bash","Power Platform, Dynamics 365, Microsoft 365, Azure Storage, Azure IoT",True,North America,Mexico,2855,387,5,0,0,CI/CD with Azure DevOps,App Innovation,Breakout Session,Intermediate,45,433,4.3,20,0,1,None
SPKR-0877,Jessica,Hernandez,7,Microsoft,Microsoft Research,Senior Software Engineer,IoT Solutions,Sustainability Tech,"C++, C#, Python, JavaScript","Azure Mixed Reality, Azure Networking, Azure Compute, Azure AI, Azure Storage",False,North America,United States,113,749,5,6,50,IoT Data Processing and Analytics,Infrastructure,Theater Session,Intermediate,45,147,3.8,13,2,5,None
SPKR-0878,Priya,Silva,5,Startup,AgileWorks,Lead Developer,DevOps & Automation,Blockchain,"Go, YAML, Python","Azure Data, Azure Compute, Azure Networking",False,Europe,Sweden,182,179,5,0,0,Monitoring and Observability: A Case Study,Infrastructure,Breakout Session,Intermediate,45,109,3.6,7,10,1,None
SPKR-0879,Emily,Oliveira,5,Microsoft Partner,Accenture,Development Manager,AI/Machine Learning,Sustainability Tech,"R, Python","Azure Data, Azure DevOps, Azure Compute",False,Asia Pacific,Singapore,2184,151,25,2,4,Responsible AI Development: Best Practices,Data & AI,Theater Session,Intermediate,45,129,3.4,4,4,2,Low
SPKR-0880,Kevin,Lopez,11,Microsoft,Microsoft Research,Chief Architect,Microsoft 365,Sustainability Tech,"C#, JavaScript, PowerShell","Dynamics 365, Azure Storage, Azure Security, Microsoft 365",False,Middle East & Africa,South Africa,28,1117,7,6,14,Microsoft Graph Integration,Digital & App Innovation,Theater Session,Beginner,30,101,3.9,6,3,12,Medium
SPKR-0881,Lauren,Martin,7,Microsoft,Microsoft Research,Senior Software Engineer,Power Platform,Quantum Computing,"JavaScript, TypeScript, Power Fx","Azure Data, Power Platform, Azure Networking, Azure Mixed Reality, Azure IoT",False,Asia Pacific,China,4065,725,5,1,0,Power Automate Process Automation,Digital & App Innovation,Workshop,Beginner,90,48,4.5,7,5,5,None
SPKR-0882,Hiroshi,Hernandez,12,Microsoft Partner,Wipro,Chief Architect,DevOps & Automation,Mixed Reality,"Go, YAML, Python","Azure IoT, Azure Storage, Microsoft 365, Dynamics 365",False,North America,United States,76,821,8,10,5,GitOps and Azure Arc,App Innovation,Breakout Session,Beginner,75,285,5.0,25,0,16,High
SPKR-0883,Lauren,Mueller,6,Microsoft,Microsoft Research,Senior Software Engineer,Azure Cloud,Power Platform,"Python, ARM Templates, PowerShell, C#","Power Platform, Microsoft 365, Azure DevOps",False,Europe,Germany,155,160,9,0,0,Azure Architecture Best Practices,Infrastructure,Breakout Session,Beginner,45,278,4.6,2,0,0,Low
SPKR-0884,Lisa,Li,7,Enterprise Customer,Wells Fargo,Lead Developer,Quantum Computing,Azure Cloud,"C#, Python","Azure Networking, Power Platform, Microsoft 365, Azure Compute, Azure Data",False,Europe,Spain,739,497,10,2,13,Introduction to Quantum Computing,App Innovation,Lightning Talk,Beginner,15,99,4.5,3,1,3,None
SPKR-0885,Alex,Jones,18,Startup,Digital Transform Co,Principal Architect,AI/Machine Learning,DevOps & Automation,"R, Python, JavaScript","Azure DevOps, Azure Mixed Reality, Azure AI, Azure Storage, Azure IoT",False,North America,Canada,2293,687,30,12,5,AI-Powered Applications with Azure Cognitive Services: Advanced Techniques,App Innovation,Workshop,Advanced,120,27,4.5,8,11,5,Medium
SPKR-0886,Priya,Thomas,9,ISV,Zoom,Development Manager,Modern Apps,Security & Compliance,"Java, Swift, C#","Microsoft 365, Power Platform, Azure AI",False,Europe,Sweden,883,1032,29,0,0,Container Orchestration with Azure Kubernetes Service,App Innovation,Breakout Session,Beginner,45,121,4.2,2,3,1,None
SPKR-0887,Ashley,Harris,4,Startup,DataDriven Solutions,Product Manager,Mixed Reality,Sustainability Tech,"C++, Unity Script, JavaScript","Azure Data, Microsoft 365, Azure IoT",False,North America,Canada,389,306,5,2,7,Mixed Reality for Training and Education,App Innovation,Breakout Session,Advanced,60,271,3.7,9,1,3,None
SPKR-0888,Ingrid,Schneider,7,Microsoft,Microsoft Corporation,Senior Data Scientist,Microsoft 365,Sustainability Tech,"C#, TypeScript, PowerShell","Power Platform, Azure Mixed Reality, Azure DevOps, Microsoft 365",False,North America,Mexico,251,761,6,0,0,Office Add-ins Development: Advanced Techniques,Digital & App Innovation,Theater Session,Beginner,30,86,4.4,4,4,3,None
SPKR-0889,Lars,Santos,12,Microsoft Partner,Infosys,VP Engineering,Edge Computing,Sustainability Tech,"Python, C++, JavaScript, C#","Azure IoT, Azure DevOps, Microsoft 365, Azure Compute",False,North America,United States,7133,234,9,8,20,Edge Computing with Azure IoT Edge: Best Practices,Infrastructure,Breakout Session,Beginner,45,290,4.2,7,1,1,High
SPKR-0890,Daniel,Lopez,3,Microsoft Partner,Accenture,Cloud Engineer,Security & Compliance,IoT Solutions,"PowerShell, C#","Azure IoT, Azure Storage, Dynamics 365, Microsoft 365, Azure Networking, Azure AI",False,Middle East & Africa,South Africa,1028,99,7,1,3,Identity and Access Management with Azure AD,Security,Breakout Session,Beginner,60,207,4.3,6,2,5,None
